"GOV","Level of government","TAX","Tax revenue","VAR","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2008","2008","USD","US Dollar","9","Billions",,,116.703,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2009","2009","USD","US Dollar","9","Billions",,,102.949,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2010","2010","USD","US Dollar","9","Billions",,,101.074,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2011","2011","USD","US Dollar","9","Billions",,,115.066,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2012","2012","USD","US Dollar","9","Billions",,,109.599,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2013","2013","USD","US Dollar","9","Billions",,,117.733,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2014","2014","USD","US Dollar","9","Billions",,,119.448,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2015","2015","USD","US Dollar","9","Billions",,,102.061,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2016","2016","USD","US Dollar","9","Billions",,,105.183,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2017","2017","USD","US Dollar","9","Billions",,,109.327,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2018","2018","USD","US Dollar","9","Billions",,,116.789,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2019","2019","USD","US Dollar","9","Billions",,,113.549,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2020","2020","USD","US Dollar","9","Billions",,,113.51,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FIN","Finland","2021","2021","USD","US Dollar","9","Billions",,,127.81,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1979","1979","USD","US Dollar","9","Billions",,,208.444,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1980","1980","USD","US Dollar","9","Billions",,,248.154,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1981","1981","USD","US Dollar","9","Billions",,,225.029,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1982","1982","USD","US Dollar","9","Billions",,,231.108,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1983","1983","USD","US Dollar","9","Billions",,,236.484,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1984","1984","USD","US Dollar","9","Billions",,,233.1,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1985","1985","USD","US Dollar","9","Billions",,,240.977,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1986","1986","USD","US Dollar","9","Billions",,,333.44,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1987","1987","USD","US Dollar","9","Billions",,,416.965,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1988","1988","USD","US Dollar","9","Billions",,,452.962,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1989","1989","USD","US Dollar","9","Billions",,,451.857,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1990","1990","USD","US Dollar","9","Billions",,,550.698,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1991","1991","USD","US Dollar","9","Billions",,,560.714,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1992","1992","USD","US Dollar","9","Billions",,,608.572,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1993","1993","USD","US Dollar","9","Billions",,,571.859,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1994","1994","USD","US Dollar","9","Billions",,,599.262,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1995","1995","USD","US Dollar","9","Billions",,,676.092,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1996","1996","USD","US Dollar","9","Billions",,,692.415,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1997","1997","USD","US Dollar","9","Billions",,,641.366,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1998","1998","USD","US Dollar","9","Billions",,,658.264,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","1999","1999","USD","US Dollar","9","Billions",,,660.496,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2000","2000","USD","US Dollar","9","Billions",,,591.796,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2001","2001","USD","US Dollar","9","Billions",,,593.733,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2002","2002","USD","US Dollar","9","Billions",,,634.555,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2003","2003","USD","US Dollar","9","Billions",,,778.134,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2004","2004","USD","US Dollar","9","Billions",,,897.94,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2005","2005","USD","US Dollar","9","Billions",,,941.613,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2006","2006","USD","US Dollar","9","Billions",,,1003.823,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2007","2007","USD","US Dollar","9","Billions",,,1130.693,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2008","2008","USD","US Dollar","9","Billions",,,1233.108,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2009","2009","USD","US Dollar","9","Billions",,,1117.186,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2010","2010","USD","US Dollar","9","Billions",,,1113.717,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2011","2011","USD","US Dollar","9","Billions",,,1240.299,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2012","2012","USD","US Dollar","9","Billions",,,1190.984,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2013","2013","USD","US Dollar","9","Billions",,,1275.078,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2014","2014","USD","US Dollar","9","Billions",,,1296.356,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2015","2015","USD","US Dollar","9","Billions",,,1104.288,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2016","2016","USD","US Dollar","9","Billions",,,1121.011,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2017","2017","USD","US Dollar","9","Billions",,,1192.964,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2018","2018","USD","US Dollar","9","Billions",,,1279.601,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2019","2019","USD","US Dollar","9","Billions",,,1224.764,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2020","2020","USD","US Dollar","9","Billions",,,1193.759,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","FRA","France","2021","2021","USD","US Dollar","9","Billions",,,1335.286,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1979","1979","USD","US Dollar","9","Billions",,,367.642,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1980","1980","USD","US Dollar","9","Billions",,,399.342,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1981","1981","USD","US Dollar","9","Billions",,,329.79,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1982","1982","USD","US Dollar","9","Billions",,,298.561,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1983","1983","USD","US Dollar","9","Billions",,,284.097,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1984","1984","USD","US Dollar","9","Billions",,,264.662,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1985","1985","USD","US Dollar","9","Billions",,,268.795,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1986","1986","USD","US Dollar","9","Billions",,,364.728,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1987","1987","USD","US Dollar","9","Billions",,,445.688,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1988","1988","USD","US Dollar","9","Billions",,,477.27,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1989","1989","USD","US Dollar","9","Billions",,,478.993,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1990","1990","USD","US Dollar","9","Billions",,,577.35,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1991","1991","USD","US Dollar","9","Billions",,,683.588,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1992","1992","USD","US Dollar","9","Billions",,,787.718,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1993","1993","USD","US Dollar","9","Billions",,,733.852,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1994","1994","USD","US Dollar","9","Billions",,,785.268,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1995","1995","USD","US Dollar","9","Billions",,,899.358,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1996","1996","USD","US Dollar","9","Billions",,,869.865,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1997","1997","USD","US Dollar","9","Billions",,,785.675,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1998","1998","USD","US Dollar","9","Billions",,,800.672,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","1999","1999","USD","US Dollar","9","Billions",,,795.503,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2000","2000","USD","US Dollar","9","Billions",,,706.891,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2001","2001","USD","US Dollar","9","Billions",,,683.431,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2002","2002","USD","US Dollar","9","Billions",,,715.934,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2003","2003","USD","US Dollar","9","Billions",,,868.089,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2004","2004","USD","US Dollar","9","Billions",,,965.004,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2005","2005","USD","US Dollar","9","Billions",,,978.862,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2006","2006","USD","US Dollar","9","Billions",,,1045.949,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2007","2007","USD","US Dollar","9","Billions",,,1210.45,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2008","2008","USD","US Dollar","9","Billions",,,1334.499,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2009","2009","USD","US Dollar","9","Billions",,,1246.383,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2010","2010","USD","US Dollar","9","Billions",,,1206.766,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2011","2011","USD","US Dollar","9","Billions",,,1351.557,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2012","2012","USD","US Dollar","9","Billions",,,1299.101,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2013","2013","USD","US Dollar","9","Billions",,,1379.141,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2014","2014","USD","US Dollar","9","Billions",,,1429.83,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2015","2015","USD","US Dollar","9","Billions",,,1252.173,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2016","2016","USD","US Dollar","9","Billions",,,1308.619,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2017","2017","USD","US Dollar","9","Billions",,,1389.68,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2018","2018","USD","US Dollar","9","Billions",,,1527.481,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2019","2019","USD","US Dollar","9","Billions",,,1501.452,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2020","2020","USD","US Dollar","9","Billions",,,1471.211,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","DEU","Germany","2021","2021","USD","US Dollar","9","Billions",,,1683.08,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1979","1979","USD","US Dollar","9","Billions",,,1.731,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1980","1980","USD","US Dollar","9","Billions",,,2.05,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1981","1981","USD","US Dollar","9","Billions",,,1.981,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1982","1982","USD","US Dollar","9","Billions",,,2.466,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1983","1983","USD","US Dollar","9","Billions",,,2.725,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1984","1984","USD","US Dollar","9","Billions",,,3.067,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1985","1985","USD","US Dollar","9","Billions",,,3.601,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1986","1986","USD","US Dollar","9","Billions",,,5.859,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1987","1987","USD","US Dollar","9","Billions",,,7.891,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1988","1988","USD","US Dollar","9","Billions",,,8.881,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1989","1989","USD","US Dollar","9","Billions",,,9.532,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1990","1990","USD","US Dollar","9","Billions",,,14.564,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1991","1991","USD","US Dollar","9","Billions",,,17.582,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1992","1992","USD","US Dollar","9","Billions",,,21.983,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1993","1993","USD","US Dollar","9","Billions",,,22.785,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1994","1994","USD","US Dollar","9","Billions",,,26.425,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1995","1995","USD","US Dollar","9","Billions",,,34.445,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1996","1996","USD","US Dollar","9","Billions",,,37.217,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1997","1997","USD","US Dollar","9","Billions",,,38.43,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1998","1998","USD","US Dollar","9","Billions",,,43.087,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","1999","1999","USD","US Dollar","9","Billions",,,45.354,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2000","2000","USD","US Dollar","9","Billions",,,43.509,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2001","2001","USD","US Dollar","9","Billions",,,43.529,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2002","2002","USD","US Dollar","9","Billions",,,51.065,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2003","2003","USD","US Dollar","9","Billions",,,63.652,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2004","2004","USD","US Dollar","9","Billions",,,73.326,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2005","2005","USD","US Dollar","9","Billions",,,78.927,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2006","2006","USD","US Dollar","9","Billions",,,84.907,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2007","2007","USD","US Dollar","9","Billions",,,101.289,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2008","2008","USD","US Dollar","9","Billions",,,112.518,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2009","2009","USD","US Dollar","9","Billions",,,101.481,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2010","2010","USD","US Dollar","9","Billions",,,95.907,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2011","2011","USD","US Dollar","9","Billions",,,96.848,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2012","2012","USD","US Dollar","9","Billions",,,88.003,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2013","2013","USD","US Dollar","9","Billions",,,85.703,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2014","2014","USD","US Dollar","9","Billions",,,85.42,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2015","2015","USD","US Dollar","9","Billions",,,71.562,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2016","2016","USD","US Dollar","9","Billions",,,74.973,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2017","2017","USD","US Dollar","9","Billions",,,78.501,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2018","2018","USD","US Dollar","9","Billions",,,84.812,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2019","2019","USD","US Dollar","9","Billions",,,81.029,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2020","2020","USD","US Dollar","9","Billions",,,73.214,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","GRC","Greece","2021","2021","USD","US Dollar","9","Billions",,,84.308,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1991","1991","USD","US Dollar","9","Billions",,,15.501,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1992","1992","USD","US Dollar","9","Billions",,,17.178,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1993","1993","USD","US Dollar","9","Billions",,,18.14,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1994","1994","USD","US Dollar","9","Billions",,,18.448,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1995","1995","USD","US Dollar","9","Billions",,,18.927,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1996","1996","USD","US Dollar","9","Billions",,,18.398,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1997","1997","USD","US Dollar","9","Billions",,,17.867,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1998","1998","USD","US Dollar","9","Billions",,,18.258,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","1999","1999","USD","US Dollar","9","Billions",,,18.767,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2000","2000","USD","US Dollar","9","Billions",,,18.182,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2001","2001","USD","US Dollar","9","Billions",,,20.21,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2002","2002","USD","US Dollar","9","Billions",,,25.276,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2003","2003","USD","US Dollar","9","Billions",,,31.721,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2004","2004","USD","US Dollar","9","Billions",,,38.463,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2005","2005","USD","US Dollar","9","Billions",,,41.215,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2006","2006","USD","US Dollar","9","Billions",,,42.056,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2007","2007","USD","US Dollar","9","Billions",,,55.007,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2008","2008","USD","US Dollar","9","Billions",,,62.147,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2009","2009","USD","US Dollar","9","Billions",,,50.839,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2010","2010","USD","US Dollar","9","Billions",,,48.717,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2011","2011","USD","US Dollar","9","Billions",,,51.666,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2012","2012","USD","US Dollar","9","Billions",,,50.173,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2013","2013","USD","US Dollar","9","Billions",,,52.189,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2014","2014","USD","US Dollar","9","Billions",,,54.1,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2015","2015","USD","US Dollar","9","Billions",,,48.424,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2016","2016","USD","US Dollar","9","Billions",,,50.207,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2017","2017","USD","US Dollar","9","Billions",,,54.113,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2018","2018","USD","US Dollar","9","Billions",,,59.069,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2019","2019","USD","US Dollar","9","Billions",,,59.561,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2020","2020","USD","US Dollar","9","Billions",,,56.578,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","HUN","Hungary","2021","2021","USD","US Dollar","9","Billions",,,61.98,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","ISL","Iceland","1965","1965","USD","US Dollar","9","Billions",,,0.139,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","ISL","Iceland","1970","1970","USD","US Dollar","9","Billions",,,0.142,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","ISL","Iceland","1975","1975","USD","US Dollar","9","Billions",,,0.416,,
"NES","Total","TOTALTAX","Total tax revenue","TAXUSD","Total tax revenue in USD","ISL","Iceland","1980","1980","USD","US Dollar","9","Billions",,,0.989,,
